ID,SEX_FEMALE,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3,LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
13063,1,0,0,1,0,0,1,0,50000.00,48.00,0,0,0,0,0,0,45163.00,25870.00,28027.00,28007.00,28770.00,28929.00,1500.00,3000.00,1200.00,1200.00,1162.00,1000.00,0
13064,0,1,0,0,0,0,1,0,90000.00,31.00,0,0,0,0,0,0,79397.00,77962.00,73870.00,58792.00,58402.00,59633.00,2950.00,3000.00,2205.00,2300.00,2300.00,3000.00,1
13065,1,0,1,0,0,0,1,0,30000.00,23.00,0,0,0,0,2,0,22517.00,24148.00,25437.00,28391.00,27801.00,28684.00,2000.00,2000.00,3700.00,0.00,1500.00,1500.00,0
13066,1,0,1,0,0,0,1,0,80000.00,30.00,0,0,0,0,0,0,79194.00,80575.00,76782.00,48643.00,49263.00,49869.00,3077.00,2291.00,1723.00,1775.00,1802.00,1763.00,0
13067,0,0,1,0,0,0,1,0,20000.00,31.00,1,-1,2,0,0,0,0.00,184.00,184.00,5932.00,7725.00,7679.00,184.00,0.00,5924.00,2000.00,2451.00,0.00,0
13068,1,1,0,0,0,0,1,0,50000.00,30.00,0,0,0,2,2,2,19930.00,36105.00,29604.00,27764.00,28656.00,29087.00,28019.00,13000.00,0.00,2000.00,1000.00,5000.00,0
13069,0,1,0,0,0,0,1,0,100000.00,33.00,0,0,0,0,0,0,84647.00,87369.00,88489.00,83639.00,80893.00,81643.00,4085.00,3505.00,3479.00,3097.00,3259.00,3253.00,0
13070,1,1,0,0,0,0,1,0,210000.00,28.00,-2,-2,-2,-2,-2,-2,18755.00,6122.00,54832.00,2233.00,0.00,0.00,6122.00,54832.00,2351.00,0.00,0.00,0.00,0
13071,1,1,0,0,0,1,0,0,500000.00,38.00,1,-2,-1,-1,-2,-1,0.00,0.00,2331.00,0.00,0.00,2199.00,0.00,2331.00,0.00,0.00,2199.00,0.00,0
13072,0,0,1,0,0,0,1,0,30000.00,25.00,0,0,2,0,0,2,7527.00,9705.00,9009.00,9333.00,9505.00,8699.00,2700.00,0.00,1000.00,700.00,0.00,784.00,1
13073,1,0,1,0,0,1,0,0,160000.00,41.00,2,2,2,0,0,-2,24674.00,23583.00,22983.00,22983.00,0.00,0.00,2800.00,0.00,200.00,0.00,0.00,0.00,1
13074,1,1,0,0,0,0,1,0,180000.00,28.00,-2,-2,-2,-2,-2,-1,168318.00,127111.00,74197.00,-19.00,-19.00,142176.00,4163.00,1898.00,0.00,0.00,65607.56,5100.00,0
13075,1,1,0,0,0,1,0,0,490000.00,37.00,-1,-1,-1,0,0,-1,36518.00,77996.00,274442.00,233793.00,49461.00,12207.00,66522.18,76651.02,4693.00,989.00,12207.00,82619.05,0
13076,0,1,0,0,0,0,1,0,50000.00,29.00,-1,-1,0,0,0,0,1162.00,37702.00,32617.00,28814.00,16478.00,25349.00,37719.00,1095.00,2000.00,10000.00,13352.00,10000.00,0
13077,0,1,0,0,0,0,1,0,130000.00,27.00,0,0,0,0,0,0,87685.00,89577.00,91199.00,89446.00,91336.00,84756.00,3300.00,3130.00,3100.00,3200.00,3100.00,3100.00,0
13078,1,0,1,0,0,0,1,0,50000.00,34.00,1,-2,-1,-1,-1,0,0.00,0.00,400.00,0.00,600.00,600.00,0.00,400.00,0.00,600.00,0.00,4275.00,1
13079,1,1,0,0,0,1,0,0,200000.00,58.00,-1,-1,-1,-1,-1,-2,283.00,5361.00,6309.00,385.00,0.00,0.00,5361.00,6309.00,385.00,0.00,0.00,3390.00,0
13080,1,1,0,0,0,0,1,0,50000.00,27.00,1,2,2,0,0,2,42764.00,42459.00,37166.00,31989.00,33587.00,32514.00,732.00,1200.00,1300.00,2651.00,0.00,1400.00,1
13081,1,1,0,0,0,0,1,0,180000.00,33.00,0,0,0,0,0,0,18205.00,22876.00,26930.00,29530.00,47722.00,2500.00,5000.00,5000.00,3000.00,0.00,0.00,2598.00,0
13082,1,1,0,0,0,0,1,0,500000.00,39.00,-2,-2,-2,-1,0,-1,1950.00,2900.00,1950.00,2739.00,2739.00,170.00,2900.00,2000.00,2739.00,0.00,170.00,205.00,1
13083,1,0,1,0,0,1,0,0,210000.00,46.00,-1,-1,-1,0,-1,-1,3095.00,2768.00,5536.00,2768.00,1075.00,2006.00,2768.00,5536.00,0.00,1075.00,2006.00,1344.00,1
13084,0,1,0,0,0,0,1,0,20000.00,35.00,3,2,2,2,0,0,10216.00,10653.00,11371.00,10906.00,11588.00,12416.00,900.00,1200.00,0.00,1000.00,1400.00,0.00,1
13085,1,0,1,0,0,0,0,1,190000.00,29.00,1,-2,-1,0,0,0,0.00,0.00,306.00,306.00,306.00,0.00,0.00,306.00,0.00,0.00,0.00,0.00,0
13086,0,0,0,1,0,0,1,0,140000.00,29.00,0,0,0,0,0,0,142132.00,142239.00,142140.00,142111.00,194934.00,95484.00,5600.00,6150.00,5900.00,4000.00,4000.00,50000.00,0
13087,0,0,0,1,0,0,1,0,20000.00,51.00,-2,-2,-2,-2,-2,-2,21353.00,20736.00,20000.00,0.00,0.00,0.00,0.00,38.00,0.00,0.00,0.00,0.00,1
13088,1,1,0,0,0,0,1,0,420000.00,29.00,0,0,0,0,0,0,57707.00,133661.00,135987.00,134719.00,135426.00,111697.00,66522.18,7000.00,4500.00,5000.00,4000.00,3500.00,0
13089,1,1,0,0,0,0,1,0,180000.00,29.00,-1,-1,-1,-1,-1,-1,10447.00,18006.00,4815.00,10060.00,49264.00,5983.00,18006.00,5860.00,11470.00,49613.00,5983.00,7133.00,0
13090,0,0,1,0,0,0,1,0,290000.00,28.00,0,0,0,0,0,0,240745.00,216678.00,205930.00,209010.00,213471.00,217561.00,9323.00,9000.00,8000.00,8000.00,7800.00,8238.00,0
13091,1,1,0,0,0,0,1,0,190000.00,40.00,0,0,0,0,0,0,78388.00,80740.00,83134.00,96310.00,98411.00,107391.00,3600.00,4000.00,14000.00,3000.00,10000.00,4000.00,0
13092,0,1,0,0,0,1,0,0,360000.00,39.00,-1,2,-1,-1,0,-1,1139.00,264.00,2193.00,528.00,264.00,264.00,0.00,2193.00,528.00,0.00,264.00,264.00,0
13093,0,0,1,0,0,1,0,0,20000.00,53.00,2,0,0,0,0,0,15794.00,16515.00,17827.00,17874.00,18288.00,18557.00,1281.00,1593.00,640.00,702.00,612.00,1000.00,1
13094,1,0,1,0,0,1,0,0,260000.00,32.00,0,0,0,0,0,0,200581.00,196761.00,78041.00,55871.00,28775.00,27497.00,7651.00,1765.00,1304.00,772.00,930.00,901.00,0
13095,0,0,0,1,0,1,0,0,20000.00,55.00,1,2,0,0,0,0,19420.00,19810.00,20037.00,19640.00,15378.00,7284.00,1000.00,1400.00,393.00,308.00,1000.00,0.00,0
13096,0,0,0,1,0,1,0,0,50000.00,52.00,0,0,0,0,0,0,19438.00,20696.00,19533.00,17328.00,14614.00,15573.00,2003.00,2003.00,1500.00,1000.00,2000.00,2000.00,0
13097,0,1,0,0,0,1,0,0,250000.00,55.00,1,-2,-2,-2,-2,-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3861.00,0
13098,1,0,1,0,0,1,0,0,30000.00,26.00,-2,-2,-2,-2,-2,-2,-32.00,5588.00,1200.00,2444.00,2309.00,0.00,11208.00,1211.00,2444.00,2615.00,0.00,0.00,0
13099,0,0,1,0,0,0,1,0,460000.00,30.00,0,0,0,0,0,0,350110.68,337495.28,257836.00,304997.27,285868.33,279505.06,15299.00,7524.00,70000.00,12039.00,12006.00,12272.00,0
13100,0,0,1,0,0,0,1,0,80000.00,26.00,0,0,0,0,0,0,80233.00,79849.00,77796.00,30300.00,29922.00,29120.00,4000.00,2300.00,1300.00,1300.00,1500.00,1500.00,0
13101,1,0,1,0,0,1,0,0,60000.00,35.00,1,2,2,2,2,3,5601.00,5366.00,6772.00,6515.00,7906.00,7487.00,0.00,1500.00,0.00,1500.00,0.00,0.00,0
13102,1,0,1,0,0,0,1,0,80000.00,26.00,0,0,0,0,0,0,67798.00,69206.00,70057.00,71886.00,73724.00,75498.00,3100.00,2600.00,3000.00,3000.00,3000.00,6500.00,0
13103,1,0,1,0,0,1,0,0,90000.00,28.00,-1,0,0,0,0,0,10962.00,13244.00,7097.00,6624.00,6806.00,6266.00,4512.00,2500.00,2397.00,2150.00,709.00,22000.00,1
13104,1,0,1,0,0,0,1,0,50000.00,34.00,0,0,0,0,0,0,27080.00,23365.00,24962.00,25557.00,26156.00,26032.00,1500.00,2000.00,1000.00,1000.00,1000.00,1000.00,0
13105,0,0,0,1,0,0,1,0,50000.00,50.00,0,0,0,0,0,0,50693.00,43217.00,32829.00,26811.00,24477.00,24177.00,1900.00,1677.00,900.00,1023.00,1024.00,1016.00,0
13106,1,1,0,0,0,1,0,0,360000.00,41.00,1,-1,-1,-2,-1,-1,0.00,105.00,0.00,0.00,71.00,77.00,105.00,0.00,0.00,71.00,77.00,100.00,1
13107,1,1,0,0,0,1,0,0,360000.00,49.00,1,-2,-2,-2,-2,-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
13108,1,1,0,0,0,0,1,0,230000.00,29.00,0,0,0,-1,0,0,106984.00,102650.00,0.00,30866.00,32332.00,30480.00,4650.00,0.00,30866.00,2000.00,2000.00,2000.00,0
13109,1,0,1,0,0,1,0,0,240000.00,39.00,-1,-1,-1,0,0,0,9000.00,2831.00,68105.00,95615.00,123931.00,151559.00,2831.00,68116.00,30800.00,30000.00,30000.00,10000.00,0
13110,1,0,1,0,0,1,0,0,110000.00,27.00,0,0,0,0,0,0,81700.00,84584.00,60379.00,64369.00,66400.00,68294.00,5000.00,3000.00,5000.00,4000.00,3000.00,3000.00,0
13111,1,0,1,0,0,1,0,0,210000.00,28.00,-2,-2,-2,-2,-2,-2,1412.00,1194.00,404.00,2851.00,2959.00,693.00,1194.00,404.00,2851.00,2959.00,782.00,2657.00,1
13112,1,1,0,0,0,0,1,0,300000.00,28.00,0,0,0,0,-1,0,4553.00,4042.00,2060.00,0.00,78794.00,80385.00,1033.00,1000.00,0.00,67054.44,2900.00,3000.00,0
13113,0,0,0,1,0,1,0,0,200000.00,60.00,0,0,0,0,0,0,183653.00,167157.00,144218.00,137975.00,132600.00,121028.00,7130.00,6611.00,4282.00,4367.00,4079.00,3664.00,0
13114,0,0,1,0,0,0,1,0,220000.00,29.00,0,0,0,0,0,0,223773.00,223304.00,221631.00,182629.00,165314.00,161971.00,8391.00,9000.00,6901.00,6000.00,6000.00,6435.00,0
13115,1,0,0,1,0,1,0,0,90000.00,45.00,-1,0,0,-1,-1,-1,2579.00,2516.00,0.00,298.00,659.00,636.00,2514.00,0.00,298.00,659.00,636.00,1012.00,0
13116,1,0,1,0,0,1,0,0,210000.00,44.00,0,0,0,0,0,0,89755.00,90031.00,70660.00,71172.00,71844.00,69923.00,3600.00,3100.00,2900.00,2600.00,2700.00,4000.00,0
13117,0,1,0,0,0,0,1,0,500000.00,31.00,-2,-2,-1,0,-1,-1,81252.00,14979.00,26089.00,13333.00,13256.00,106200.00,16527.00,27243.00,1000.00,13256.00,65607.56,82619.05,0
13118,1,1,0,0,0,0,1,0,160000.00,33.00,-1,-1,-1,-1,-2,-2,6113.00,980.00,11140.00,2659.00,14336.00,16533.00,980.00,11490.00,2673.00,14558.00,16615.00,1787.00,0
13119,1,1,0,0,0,1,0,0,140000.00,47.00,0,0,0,0,0,0,141530.00,130248.00,133547.00,134346.00,133933.00,137585.00,7000.00,7004.00,5013.00,5000.00,6000.00,5000.00,0
13120,1,1,0,0,0,1,0,0,120000.00,42.00,0,0,0,0,0,0,23331.00,12125.00,13903.00,13858.00,14777.00,46061.00,5000.00,5000.00,5000.00,5000.00,10000.00,6000.00,0
13121,0,0,1,0,0,0,1,0,80000.00,46.00,0,0,0,0,0,0,44302.00,45311.00,46321.00,47259.00,48230.00,49351.00,1192.00,1202.00,1135.00,1165.00,1326.00,2204.00,0
13122,1,0,1,0,0,1,0,0,240000.00,38.00,0,0,0,-2,-2,-2,56331.00,13594.00,0.00,0.00,0.00,0.00,3004.00,0.00,0.00,0.00,0.00,0.00,0
13123,1,1,0,0,0,0,1,0,170000.00,30.00,0,0,0,0,0,0,49341.00,49227.00,51798.00,53332.00,56303.00,59198.00,4000.00,4000.00,3000.00,4000.00,4000.00,4000.00,0
13124,0,0,1,0,0,0,1,0,30000.00,38.00,0,0,0,0,0,0,26825.00,18401.00,18432.00,17844.00,18237.00,10900.00,2100.00,2500.00,1000.00,1000.00,3000.00,7002.00,0
13125,1,1,0,0,0,1,0,0,260000.00,31.00,-1,0,0,0,0,2,8078.00,27201.00,27879.00,28420.00,39206.00,37705.00,20000.00,2000.00,2000.00,12000.00,0.00,2000.00,0
13126,0,1,0,0,0,1,0,0,400000.00,34.00,-2,-2,-2,-2,-2,-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
13127,1,0,1,0,0,1,0,0,500000.00,31.00,0,0,0,0,0,0,21008.00,17863.00,15219.00,14044.00,14191.00,13650.00,1500.00,2000.00,1100.00,505.00,700.00,2000.00,0
13128,1,1,0,0,0,0,1,0,100000.00,32.00,1,-1,-1,0,-1,-1,0.00,325.00,650.00,325.00,647.00,7706.00,650.00,650.00,0.00,647.00,7706.00,1679.00,1
13129,0,1,0,0,0,1,0,0,240000.00,39.00,0,0,0,0,0,0,236229.00,222103.00,221963.00,181559.00,173023.00,156115.00,8019.00,7218.00,10060.00,5893.00,7008.00,25043.00,0
13130,0,0,0,1,0,1,0,0,10000.00,53.00,-1,-1,0,0,0,0,1772.00,8304.00,9506.00,9702.00,9999.00,10344.00,8304.00,1500.00,500.00,600.00,800.00,0.00,0
13131,1,0,1,0,0,1,0,0,80000.00,36.00,-1,-1,-1,-1,-1,-1,2741.00,9266.00,1125.00,4380.00,2210.00,1150.00,9266.00,1125.00,4401.00,2210.00,1150.00,390.00,0
13132,0,0,1,0,0,0,1,0,60000.00,28.00,0,0,0,0,0,0,55731.00,57239.00,57183.00,24564.00,24155.00,25023.00,3000.00,1800.00,1000.00,1100.00,1200.00,1500.00,0
13133,1,1,0,0,0,0,1,0,200000.00,38.00,-2,-2,-2,-2,-2,-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
13134,1,0,1,0,0,0,1,0,260000.00,41.00,0,0,0,0,0,0,252582.00,253302.00,254767.00,190432.00,105466.00,2312.00,9725.00,10617.00,8555.00,4722.00,2146.00,82619.05,1
13135,1,0,1,0,0,1,0,0,260000.00,39.00,0,0,0,0,0,0,255674.00,260778.00,124739.00,126892.00,131160.00,133400.00,10663.00,4520.00,4537.00,6308.00,6000.00,0.00,1
13136,0,1,0,0,0,0,1,0,260000.00,30.00,-1,-1,-1,0,0,-1,496.00,496.00,992.00,992.00,496.00,1488.00,496.00,992.00,496.00,0.00,1488.00,496.00,0
13137,0,1,0,0,0,1,0,0,300000.00,34.00,0,0,0,0,0,0,1257.00,6467.00,7655.00,7507.00,7659.00,-331.03,5600.00,1500.00,0.00,300.00,0.00,6600.00,0
13138,1,0,1,0,0,0,1,0,310000.00,27.00,0,0,0,0,0,0,44834.00,35597.00,34161.00,38689.00,32710.00,24343.00,2015.00,2000.00,5034.00,1045.00,776.00,389.00,0
13139,1,1,0,0,0,1,0,0,140000.00,32.00,0,0,0,0,0,0,129371.00,131025.00,39505.00,40894.00,39229.00,40679.00,5650.00,1650.00,2007.00,1500.00,2100.00,1500.00,0
13140,1,0,1,0,0,1,0,0,200000.00,50.00,-1,-1,-2,-1,-1,-2,4608.00,-200.00,0.00,12141.00,0.00,0.00,0.00,200.00,12141.00,0.00,0.00,0.00,1
13141,0,0,1,0,0,1,0,0,230000.00,39.00,-1,-1,-1,-1,-1,-1,326.00,326.00,326.00,326.00,326.00,326.00,326.00,326.00,326.00,326.00,326.00,324.00,0
13142,0,0,1,0,0,0,1,0,50000.00,27.00,0,0,0,0,0,0,91493.00,47836.00,47360.00,48296.00,47790.00,49045.00,3749.00,2500.00,2000.00,2000.00,2069.00,2000.00,0
13143,1,0,1,0,0,1,0,0,180000.00,29.00,0,0,-1,0,0,0,3783.00,2813.00,839.00,1557.00,51680.00,53115.00,2000.00,839.00,718.00,50824.00,2242.00,1100.00,0
13144,0,1,0,0,0,0,1,0,100000.00,26.00,0,0,0,0,0,0,50848.00,51118.00,48443.00,50352.00,51399.00,53078.00,3000.00,3000.00,3000.00,3000.00,3000.00,3000.00,0
13145,1,0,1,0,0,1,0,0,80000.00,49.00,-1,2,-1,-1,-1,0,2222.00,390.00,390.00,390.00,721.00,331.00,0.00,390.00,390.00,721.00,0.00,461.00,1
13146,1,1,0,0,0,0,1,0,350000.00,39.00,-1,-1,-1,-1,-1,-1,3860.00,648.00,11094.00,4041.00,4485.00,9364.00,648.00,11198.00,4057.00,4523.00,9407.00,3948.00,0
13147,1,0,1,0,0,0,1,0,140000.00,32.00,-1,-1,-1,-2,-1,-1,3003.00,3134.00,0.00,0.00,1186.00,0.00,3134.00,0.00,0.00,1186.00,0.00,1047.00,1
13148,1,1,0,0,0,0,1,0,360000.00,29.00,0,0,0,0,0,0,148582.00,96639.00,82386.00,50887.00,52249.00,35311.00,66522.18,10090.00,50006.00,20000.00,5000.00,20000.00,0
13149,0,0,0,0,1,0,1,0,10000.00,47.00,0,0,0,-1,-1,-1,7968.00,8800.00,0.00,2640.00,695.00,738.00,1000.00,0.00,2640.00,695.00,738.00,0.00,0
13150,1,1,0,0,0,0,1,0,130000.00,25.00,0,0,0,0,0,0,37112.00,34653.00,9522.00,3939.00,6939.00,950.00,2009.00,2000.00,2000.00,3000.00,900.00,0.00,0
13151,0,1,0,0,0,1,0,0,320000.00,41.00,0,0,0,0,0,0,321281.00,324449.00,254293.00,206521.00,202697.00,203332.00,27000.00,17000.00,7030.00,7000.00,10000.00,30000.00,0
13152,1,0,1,0,0,1,0,0,180000.00,34.00,1,2,2,2,2,2,142024.00,144790.00,146552.00,142714.00,152219.00,149618.00,6500.00,5600.00,0.00,12000.00,0.00,11800.00,1
13153,1,1,0,0,0,1,0,0,180000.00,39.00,0,0,0,0,-2,-2,43507.00,44282.00,23946.00,0.00,0.00,0.00,2000.00,2000.00,0.00,0.00,0.00,0.00,0
13154,1,0,1,0,0,1,0,0,150000.00,39.00,2,2,0,0,0,0,156713.00,152744.00,150785.00,140166.00,143125.00,151741.00,0.00,5694.00,5014.00,5215.00,11016.00,0.00,1
13155,0,0,1,0,0,0,1,0,80000.00,27.00,1,-2,-2,-1,0,0,0.00,0.00,0.00,23374.00,24836.00,26412.00,0.00,0.00,23374.00,2000.00,2000.00,13000.00,0
13156,0,1,0,0,0,0,1,0,70000.00,50.00,0,0,0,0,0,0,56551.00,34489.00,32669.00,31429.00,31749.00,21385.00,1900.00,1630.00,890.00,1300.00,762.00,1000.00,0
13157,0,0,1,0,0,1,0,0,150000.00,60.00,0,0,0,0,0,0,190790.00,167666.00,145132.00,148054.00,146358.00,145253.00,4942.00,4875.00,4085.00,4113.00,4074.00,4820.00,0
13158,1,0,0,1,0,1,0,0,480000.00,36.00,-1,0,0,-1,-1,-1,19311.00,13368.00,7000.00,7331.00,7000.00,7000.00,1368.00,1000.00,7331.00,7000.00,7000.00,7000.00,0
13159,1,0,0,1,0,0,1,0,50000.00,45.00,0,0,-2,-2,-2,-2,51400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
13160,1,1,0,0,0,0,1,0,100000.00,28.00,1,-2,-2,-2,-2,-1,0.00,0.00,0.00,0.00,0.00,281.00,0.00,0.00,0.00,0.00,281.00,0.00,1
13161,1,0,0,1,0,0,1,0,50000.00,26.00,0,0,0,0,0,0,26708.00,25230.00,26999.00,27748.00,28351.00,28864.00,2000.00,3000.00,1500.00,1200.00,1136.00,1032.00,0
13162,0,1,0,0,0,0,1,0,280000.00,28.00,0,0,0,0,0,0,139719.00,136052.00,118076.00,101457.00,81124.00,42347.00,6000.00,4000.00,4000.00,4000.00,3000.00,1000.00,0
13163,1,0,1,0,0,1,0,0,20000.00,48.00,-1,2,2,-1,0,-1,780.00,780.00,390.00,780.00,390.00,1735.00,390.00,0.00,780.00,0.00,1735.00,0.00,0
13164,0,0,0,1,0,1,0,0,30000.00,50.00,-1,2,0,0,-2,-2,3607.00,2644.00,3895.00,0.00,0.00,0.00,0.00,1309.00,0.00,0.00,0.00,0.00,1
13165,1,0,1,0,0,1,0,0,70000.00,38.00,0,0,0,0,0,0,40271.00,41126.00,21125.00,6197.00,4560.00,0.00,3000.00,7000.00,1100.00,1000.00,0.00,0.00,0
13166,0,0,0,1,0,0,1,0,30000.00,59.00,0,0,0,0,0,0,28372.00,29152.00,29643.00,29593.00,27952.00,0.00,2010.00,1500.00,788.00,559.00,0.00,0.00,0
13167,1,1,0,0,0,1,0,0,200000.00,60.00,1,-2,-2,-2,-1,-1,0.00,0.00,0.00,0.00,67052.00,0.00,0.00,0.00,0.00,67052.00,0.00,0.00,0
13168,0,1,0,0,0,0,1,0,210000.00,30.00,1,-1,2,0,0,-1,0.00,855.00,855.00,855.00,855.00,599.00,855.00,0.00,0.00,0.00,599.00,0.00,0
13169,1,1,0,0,0,1,0,0,210000.00,60.00,0,0,0,0,0,0,132797.00,135581.00,138644.00,141679.00,92170.00,93998.00,4921.00,5317.00,5631.00,3345.00,3360.00,3483.00,0
13170,0,1,0,0,0,1,0,0,470000.00,39.00,-1,0,0,0,0,0,79455.00,74993.00,48344.00,45433.00,45853.00,21158.00,2348.00,1542.00,1041.00,2019.00,789.00,5013.00,0
13171,0,0,1,0,0,0,1,0,50000.00,38.00,0,0,0,0,0,0,44620.00,49641.00,46396.00,19673.00,17083.00,17694.00,10000.00,2014.00,1000.00,1000.00,3000.00,4000.00,0
13172,1,0,1,0,0,1,0,0,240000.00,37.00,-1,0,0,0,0,0,12365.00,92184.00,86507.00,89138.00,91118.00,93229.00,66522.18,3000.00,3000.00,2500.00,2500.00,3000.00,0
13173,0,0,0,1,0,1,0,0,60000.00,38.00,2,2,2,0,0,0,32232.00,25086.00,24404.00,25212.00,28147.00,30152.00,4000.00,0.00,1500.00,3500.00,2600.00,0.00,1
13174,1,0,1,0,0,1,0,0,100000.00,33.00,2,0,0,0,0,0,96547.00,97120.00,95375.00,54612.00,30306.00,60897.00,5305.00,3590.00,1118.00,720.00,50000.00,4200.00,0
13175,1,0,1,0,0,0,1,0,200000.00,25.00,0,0,0,0,0,0,194202.00,197220.00,130930.00,130775.00,128752.00,122695.00,8000.00,4500.00,4532.00,5451.00,5000.00,4500.00,0
13176,0,1,0,0,0,1,0,0,130000.00,58.00,0,0,0,0,0,-1,137671.00,139089.00,50093.00,49303.00,14772.00,150.00,4300.00,1500.00,0.00,0.00,1233.00,870.00,0
13177,0,0,1,0,0,0,1,0,50000.00,24.00,0,0,0,0,0,0,50628.00,50705.00,50328.00,19542.00,19439.00,19683.00,2235.00,1858.00,823.00,838.00,702.00,687.00,0
13178,1,1,0,0,0,0,1,0,300000.00,34.00,2,2,2,2,-2,-2,2500.00,2500.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
13179,0,1,0,0,0,0,1,0,210000.00,32.00,-1,2,2,-1,-1,-1,2869.00,2639.00,0.00,6299.00,0.00,197.00,0.00,0.00,6299.00,0.00,197.00,0.00,0
13180,0,1,0,0,0,0,1,0,70000.00,27.00,0,0,0,0,0,0,71201.00,70686.00,70195.00,71005.00,71135.00,69846.00,2691.00,21000.00,2500.00,2800.00,2800.00,2700.00,0
13181,1,0,0,1,0,0,1,0,100000.00,49.00,-1,0,0,0,0,0,85438.00,89125.00,93751.00,13700.00,15474.00,17211.00,5105.00,10000.00,2000.00,2000.00,2000.00,2000.00,0
13182,1,0,1,0,0,1,0,0,30000.00,25.00,0,0,0,0,0,0,18757.00,19419.00,19341.00,12459.00,12244.00,11550.00,1475.00,1000.00,249.00,600.00,201.00,0.00,0
13183,0,1,0,0,0,0,1,0,200000.00,30.00,-1,-1,0,0,-1,-1,1528.00,4179.00,1689.00,1851.00,34808.00,-331.03,4191.00,1200.00,1893.00,42804.00,10.00,82619.05,0
13184,0,0,1,0,0,1,0,0,360000.00,36.00,-1,-1,-1,-1,-1,-1,6783.00,2337.00,10990.00,74562.00,-28.00,5677.00,2347.00,11046.00,70000.00,0.00,5705.00,8503.00,0
13185,0,0,1,0,0,0,1,0,20000.00,24.00,3,2,0,0,0,0,18585.00,18003.00,19012.00,19100.00,19506.00,20037.00,0.00,1612.00,700.00,714.00,861.00,393.00,1
13186,1,1,0,0,0,0,1,0,150000.00,32.00,1,-1,-1,-1,0,-1,0.00,258.00,44476.00,18547.00,32581.00,95780.00,258.00,44476.00,18547.00,17000.00,65607.56,82619.05,1
13187,1,1,0,0,0,0,1,0,500000.00,28.00,1,-1,-1,0,0,-1,9500.00,9655.00,325030.39,304997.27,285868.33,279505.06,66522.18,76651.02,7990.00,11000.00,65607.56,3080.00,0
13188,0,0,1,0,0,0,1,0,100000.00,24.00,0,0,0,0,0,0,91572.00,95201.00,94977.00,97332.00,74637.00,77386.00,5100.00,3000.00,3139.00,27000.00,4000.00,4000.00,0
13189,0,0,1,0,0,1,0,0,300000.00,36.00,1,2,2,2,2,2,54977.00,56189.00,56663.00,57428.00,58455.00,57556.00,2500.00,1800.00,2100.00,1900.00,0.00,3500.00,1
13190,1,0,1,0,0,0,1,0,90000.00,55.00,0,0,0,0,0,0,82901.00,64530.00,33550.00,34216.00,34933.00,35628.00,1544.00,3114.00,1223.00,1267.00,1275.00,1320.00,0
13191,0,0,1,0,0,0,1,0,50000.00,28.00,0,0,0,0,0,0,21510.00,23357.00,32197.00,12595.00,13445.00,13803.00,2200.00,10000.00,3000.00,1000.00,1500.00,0.00,0
13192,1,0,1,0,0,1,0,0,120000.00,48.00,0,0,0,0,0,0,78384.00,77085.00,73326.00,72594.00,72008.00,74622.00,4000.00,3505.00,3005.00,3008.00,7253.00,12.00,0
13193,1,0,1,0,0,1,0,0,120000.00,39.00,0,0,0,0,0,0,44630.00,37772.00,27827.00,3228.00,3294.00,0.00,1999.00,1040.00,265.00,66.00,0.00,0.00,0
13194,0,0,1,0,0,1,0,0,30000.00,42.00,0,0,2,0,0,0,18583.00,20940.00,20306.00,20965.00,21625.00,22055.00,2975.00,0.00,1000.00,1000.00,790.00,816.00,1
13195,0,0,1,0,0,1,0,0,220000.00,43.00,0,0,0,0,0,0,84466.00,84356.00,84151.00,83591.00,83789.00,83885.00,4000.00,4000.00,3500.00,3500.00,3500.00,3500.00,0
13196,1,0,1,0,0,0,1,0,180000.00,31.00,1,-2,-2,-2,-2,-2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
13197,0,0,0,1,0,0,1,0,20000.00,52.00,2,0,0,0,0,0,14038.00,13568.00,14630.00,27408.00,13984.00,0.00,1338.00,1400.00,274.00,560.00,0.00,0.00,1
13198,1,0,1,0,0,0,1,0,140000.00,26.00,0,0,0,0,0,2,135294.00,137425.00,134487.00,135945.00,131296.00,139207.00,7462.00,6487.00,5025.00,6101.00,10601.00,2.00,0
